model number,BC_vars,year,chellman-2017-1.csv,mcconnell-2007-1.csv,osmont-2019-1.csv,barker-2021-1.csv,ming-2008-1.csv,legrand-2023-1.csv,sierra-hernández-2022-1.csv,eichler-2023-1.csv,osmont-2018-1.csv,zdanowicz-2018-1.csv,sigl-2018-1.csv,wolff-2012-1.csv,mcconnell-2021-1.csv,mcconnell-2021-2.csv,mcconnell-2021-3.csv,mcconnell-2021-4.csv,mcconnell-2021-5.csv,taylor-2011-1.csv,arienzo-2017-1.csv,mcconnell-2017-1.csv,liu-2021-1.csv,liu-2021-2.csv,liu-2021-3.csv,liu-2021-4.csv,liu-2021-5.csv,xu-2009-1.csv,rupple-2014-1.csv,zhang-2024-1.csv,zhang-2024-2.csv,zhang-2024-3.csv,zhang-2024-4.csv,zhang-2024-5.csv,zhang-2024-6.csv,zhang-2024-7.csv,zhang-2024-8.csv,zhang-2024-9.csv,zhang-2024-10.csv,zhang-2024-11.csv,zhang-2024-12.csv,zhang-2024-13.csv,mcconnell-2022-1.csv,matthew-2016-1.csv,kaspari-2020-1.csv
18-h11970-01-01-00000,bc_a1_SRF,1970,1.0069565153242605e-10,4.3273826866502965e-13,3.34598179659134e-13,8.236719165993251e-12,2.615734145831152e-12,6.429611256251457e-13,2.149431960119621e-11,5.887416345283683e-13,1.0047483492153208e-14,4.400043254445372e-14,4.805109588722995e-13,2.947110951996574e-14,4.492565545228611e-15,4.492565545228611e-15,2.2728302067803385e-13,3.6107521375555135e-15,4.2854706663724676e-16,3.637406146211067e-15,2.736976557017146e-13,3.637406146211067e-15,1.4923898121771112e-15,8.419696443199453e-16,1.7348509545838903e-15,2.24348581700515e-16,3.2128486710115467e-16,2.0152455367549858e-11,8.386029653321855e-15,2.947110951996574e-14,1.1110894971284836e-14,1.4718514703678553e-13,3.7328449395989094e-13,6.361497610547702e-13,1.3028278028550285e-13,9.41011532613372e-15,5.986355714072327e-15,7.485316973019967e-15,3.667692147130473e-14,5.530742987323546e-14,7.234156313616758e-14,1.5919160648212124e-11,5.986355714072327e-15,1.033771162904666e-11,6.299645101089503e-12
18-h11975-01-01-00000,bc_a1_SRF,1975,3.177807506784021e-10,4.174896203521924e-13,1.5576741280393628e-12,1.602438693877809e-11,9.198720130817952e-12,2.0007721713467613e-13,4.219778047704982e-12,1.7135267774116793e-13,2.1548910786684627e-15,1.3471971920622822e-13,2.0457196689559178e-13,6.573289451250793e-14,1.0266950373872547e-16,1.0266950373872547e-16,1.277846989726946e-14,1.9604013232380893e-16,1.6592552830262782e-16,6.2257660010386215e-15,2.1427548874139104e-14,6.2257660010386215e-15,6.9270493810179395e-15,2.8785385936076553e-16,1.1693221647357726e-16,6.676502117089308e-17,9.863268723591845e-17,4.6876752452220096e-11,2.809257360086395e-15,6.573289451250793e-14,5.908246959102429e-14,2.702592502965465e-14,3.5302296383793176e-13,5.959957435232982e-13,2.893274848310801e-14,1.0783946576061578e-13,9.731659937978797e-15,2.813191158816217e-14,2.1221586492174311e-13,6.597901077825436e-14,2.2149222081639622e-13,2.941961000114974e-12,9.731659937978797e-15,2.428933844700251e-11,8.31364721373351e-12
18-h11980-01-01-00000,bc_a1_SRF,1980,3.3281425356813153e-10,2.0171628745217077e-13,7.7508597296077e-13,8.999675377613977e-12,7.183378644832498e-12,2.2302427513813536e-13,2.5543409667465295e-12,1.161241925716833e-13,3.450368244207096e-14,1.6610133621058838e-13,1.3962366986071066e-13,2.6749417103055148e-14,2.9642785045881157e-16,2.9642785045881157e-16,1.0263271323428043e-15,4.231386666792178e-17,1.2659620803275233e-16,1.1913732993050965e-14,9.450648356249583e-15,1.1913732993050965e-14,1.8179983073531947e-14,5.580028305574797e-18,2.356121182835207e-17,5.973309911849363e-17,3.3443176541334297e-16,2.0039570808381266e-11,3.6284849443161573e-14,2.6749417103055148e-14,2.0398316527959866e-14,1.6132890178053154e-14,8.752512027748711e-13,8.594244648290081e-13,1.9029606896526983e-14,2.192549823173952e-14,9.8974072459129e-15,1.5245839342528677e-14,1.9112295869099444e-14,1.3305282490875062e-14,6.984104337876098e-13,5.142902815892659e-12,9.8974072459129e-15,4.965354846881172e-12,3.3911827967074274e-11
18-h11985-01-01-00000,bc_a1_SRF,1985,2.9009265502329353e-10,1.886895669162397e-13,2.267727767352134e-12,2.339118206983767e-11,9.622419107288332e-12,4.2271126699598835e-13,1.3250245028768432e-11,1.1133317738170031e-13,1.2055750371175494e-15,3.7566623559150435e-14,1.4048429040587383e-13,2.395966316440745e-14,4.562769145395454e-17,4.562769145395454e-17,1.497090823478122e-14,1.0728114185118253e-15,7.319123094654674e-16,1.2345153815550027e-14,2.151510156399306e-14,1.2345153815550027e-14,1.326450060870615e-14,2.945934533463329e-15,3.939552462889644e-16,9.44226238710178e-16,1.0305240763297027e-16,4.762469711448888e-11,1.602536419687937e-15,2.395966316440745e-14,1.011218858289408e-13,2.361646971777075e-14,6.601769333119174e-13,1.5730286156510601e-12,3.1619906233566353e-14,1.0312117507750381e-13,5.4630254663354105e-15,1.774818594185086e-14,1.0517312494670347e-13,2.611141938649664e-15,1.0879375508304622e-13,2.685008469031342e-11,5.4630254663354105e-15,4.286983874478418e-11,2.005556231259881e-12
18-h11990-01-01-00000,bc_a1_SRF,1990,2.2017398847821765e-10,2.240150018902072e-13,4.2902713425360463e-13,5.700823691268212e-12,5.702834579640743e-12,2.245987661760557e-13,3.2919133775957584e-12,5.200216938038818e-13,6.153384382490782e-14,4.605949761154479e-14,6.872205002202899e-13,2.5226962595224827e-14,8.491530323621278e-15,8.491530323621278e-15,1.8686602134513547e-17,4.663637496825814e-15,2.404525760016358e-15,2.7623489496857938e-14,1.5442084519360732e-16,2.7623489496857938e-14,1.8109282494779834e-14,1.52499585881337e-16,2.5683995681308317e-15,9.719159258280267e-17,1.1384849981912802e-15,4.693726083070766e-11,1.012071899904337e-13,2.5226962595224827e-14,4.668548663144095e-15,1.718615846534701e-15,7.93536524099283e-13,1.6947360620546978e-12,2.075175890864412e-15,1.3969116478865923e-15,5.36798864279075e-15,4.0728541297014634e-15,3.2979985602777173e-14,4.3173009819533644e-13,4.113521394153897e-12,1.0353799062381937e-11,5.36798864279075e-15,5.622290543471788e-11,2.5913762946399194e-12
19-h11970-01-01-00000,bc_a1_SRF,1970,1.8473703545049787e-10,7.735567280389593e-13,3.0544589550585577e-12,4.053144544552739e-12,7.097240563321434e-12,5.100315725626989e-13,7.631003478149655e-12,1.265614863901758e-13,1.2052559279920525e-14,9.696572992675011e-14,3.594646882927623e-13,5.744646104173168e-13,7.121194441729922e-18,7.121194441729922e-18,5.341092214184252e-17,2.887121726490802e-15,1.813506356425494e-15,1.270699811494005e-15,7.487781576107848e-17,1.270699811494005e-15,5.493323675971637e-15,1.5672520681401579e-16,2.2325890548556653e-15,2.6867637954125275e-16,4.929592046797489e-16,1.676097548586581e-11,1.2998883043246152e-14,5.744646104173168e-13,8.493892043986664e-13,4.121110492790922e-14,7.016854739031971e-13,6.050646129410607e-13,6.52174153541471e-14,6.683230706756854e-13,1.827514047876977e-14,7.632306912276043e-15,2.0486055804117823e-12,4.253887930897089e-15,6.505817699510377e-12,1.5030198046421948e-11,1.827514047876977e-14,6.615280123507922e-11,1.372973324718893e-13
19-h11975-01-01-00000,bc_a1_SRF,1975,2.999065361071889e-11,8.304586748609977e-13,2.8396131019720156e-12,1.0498402949605478e-11,5.764770766916995e-12,3.05325506829974e-13,1.41219410845869e-11,6.222299473451488e-13,3.5350327511485934e-13,9.191135504463803e-16,4.779526661382398e-13,3.089460352446165e-13,7.326945907989345e-15,7.326945907989345e-15,4.326777936502292e-17,4.174189028886165e-15,8.162324983743635e-16,1.2963630245373464e-14,3.1642348178423797e-17,1.2963630245373464e-14,1.730668309244713e-14,6.276256717441482e-16,7.971566218949403e-16,5.304101566096719e-16,1.204912042195597e-15,1.8246756306096253e-11,3.5651125734337367e-13,3.089460352446165e-13,5.415631025705304e-13,6.822732431939589e-14,1.8769424587782697e-12,1.1177035170215928e-12,9.078299472854499e-14,4.783465493311703e-14,1.1876129420478061e-13,1.3267483272811369e-13,2.014339690635085e-12,2.5928302444778376e-14,2.8666625034803197e-12,9.724036855296588e-12,1.1876129420478061e-13,2.952990250247501e-11,3.846283565018041e-11
19-h11980-01-01-00000,bc_a1_SRF,1980,9.987072548373968e-11,1.0226294497027353e-12,1.2625961757488153e-12,1.3756015800557135e-11,6.430439817577828e-12,5.474012063561899e-13,4.895144853344168e-13,1.8217173341979704e-13,1.802014482474822e-14,1.0150078991548839e-12,2.5179735958539063e-13,3.454837787098926e-13,2.0948552450791229e-16,2.0948552450791229e-16,1.308521565152021e-15,7.486887546652968e-17,6.410853098684561e-16,1.0678450759807574e-14,1.8502717937601604e-15,1.0678450759807574e-14,6.631030597221022e-15,9.678534108053652e-17,1.6627391395381698e-16,3.584347226906374e-16,5.023644202546254e-16,6.826622198034485e-11,2.1818223343824672e-14,3.454837787098926e-13,4.334890333355612e-14,9.491774359101194e-15,6.929310465103298e-13,8.701736250399023e-13,6.145399635663838e-15,2.572325762137245e-14,1.691740096106901e-14,4.195309393393727e-15,1.0048965935261883e-13,1.548848595847378e-14,1.0358334557668795e-13,1.960735211014433e-12,1.691740096106901e-14,1.938250854613587e-11,2.3819347357812807e-12
19-h11985-01-01-00000,bc_a1_SRF,1985,6.878222212709775e-11,5.085138611974958e-13,1.406684935282866e-12,2.0399237780548775e-11,1.6787265358396954e-11,6.048670706008114e-13,2.321953741399315e-11,5.680525049586365e-14,6.064228843218587e-15,4.599589351669632e-13,6.873145863364291e-14,1.8588650283332322e-13,6.979749251587109e-15,6.979749251587109e-15,4.379815114901498e-15,3.0718604097532717e-17,3.5017187896274093e-16,1.1797778797326416e-14,1.316922057983806e-14,1.1797778797326416e-14,7.11596721284401e-15,5.05270579795999e-16,8.466288601108091e-16,3.564464772993694e-17,1.968514573697232e-15,7.516004334213261e-11,6.18493539162619e-15,1.8588650283332322e-13,5.654994091881526e-14,1.587172433636605e-14,2.583463476214114e-13,5.354849223375061e-13,3.160632970434567e-14,6.465339129045197e-14,2.1852002180370652e-15,1.0348827630949552e-15,1.5587637593868292e-13,1.1339164917257312e-15,6.944868576369512e-13,3.6400949479519803e-11,2.1852002180370652e-15,3.7172851268853755e-11,3.112729151847314e-12
19-h11990-01-01-00000,bc_a1_SRF,1990,7.783415385014116e-11,8.915124374010523e-13,2.6352752699457452e-14,1.497553549435913e-11,5.570646033565742e-12,2.338108742347974e-13,2.5291626033367224e-11,2.0458012085487041e-13,3.678778089743059e-14,1.0573760859002656e-13,2.7017172512857204e-13,1.8804610886483986e-13,6.3355540380222015e-16,6.3355540380222015e-16,2.2547032289516085e-15,1.9330133540936024e-15,4.167965748920099e-15,4.036695319634108e-15,2.2151343241214525e-15,4.036695319634108e-15,5.433079143295731e-15,3.3168111241184008e-15,4.310889564023706e-15,8.407630907990924e-17,1.2907349267194145e-15,3.60085390834782e-11,9.459916026399776e-14,1.8804610886483986e-13,3.976731819142152e-13,3.0791973392736474e-13,9.178597595999205e-13,6.225403430274527e-13,4.853675513239188e-13,7.509063762349352e-13,8.230326344697424e-14,5.395911596512717e-14,5.641903641676269e-13,2.4723156409116812e-14,3.029636902414628e-12,2.3224903731666553e-11,8.230326344697424e-14,2.5815468558465264e-11,1.208192404888886e-11
20-h11970-01-01-00000,bc_a1_SRF,1970,1.7539561379547832e-10,8.155577392746155e-13,9.446038353757915e-13,8.71926859664369e-12,6.493829708176357e-12,6.025238533906661e-13,1.101049006644286e-12,9.989587311782052e-14,1.7165122189249163e-14,2.738222962681919e-13,1.1990162459528116e-13,7.377600286627237e-13,2.878878285882622e-16,2.878878285882622e-16,3.008199851330333e-17,2.2639814447641895e-16,8.474591088408408e-16,1.0128789590029114e-14,2.6898255525531062e-17,1.0128789590029114e-14,2.725461774908378e-15,2.5681811176012583e-18,5.253766551125669e-16,9.170771896301622e-17,2.478761150980748e-16,4.131108759773461e-11,1.8835725852670682e-14,7.377600286627237e-13,1.054202121925742e-13,3.0579024534963906e-13,5.819615659696493e-13,6.901816714849141e-13,4.858921723996251e-13,1.0860675126954501e-13,1.5719912263693833e-13,4.0015229103660043e-13,6.322773383009251e-13,6.468030569343746e-15,4.789356561736576e-12,7.370368033938247e-12,1.5719912263693833e-13,2.2852989262749544e-11,5.160763187075906e-12
20-h11975-01-01-00000,bc_a1_SRF,1975,4.504331864442406e-11,2.306166541505114e-13,8.540074851333692e-13,1.4431449359914944e-11,6.481122717913158e-12,3.8562071077281026e-13,3.868027038742245e-12,1.6989994764883981e-13,3.399256625061568e-14,3.8517027691202666e-14,1.5774257474892702e-13,5.83598795014722e-14,2.5489545074863568e-15,2.5489545074863568e-15,4.227736620496972e-17,1.4680888417101702e-17,5.365042727013078e-17,3.218439169341128e-15,7.713894216425021e-17,3.218439169341128e-15,5.2282256121370725e-15,5.5441929543550895e-18,1.4139500437016941e-16,5.138361724506224e-16,7.389391191523958e-16,1.5122244160524345e-11,1.8704935442124954e-14,5.83598795014722e-14,1.9205613706792968e-14,2.3218243612373872e-14,5.536783839562699e-13,9.430721283278681e-13,2.538366812600636e-14,1.541659764434442e-14,6.616287668080538e-15,1.8284713237965117e-14,2.0099162538787672e-14,9.727339562365755e-15,2.4421368124778587e-13,6.833816513159311e-12,6.616287668080538e-15,4.113176165672984e-11,1.6364902547181495e-11
20-h11980-01-01-00000,bc_a1_SRF,1980,2.7995495161278276e-10,5.766601213135467e-13,7.272095082076925e-14,2.4492941998565096e-11,2.6723152938287603e-12,3.817917468576077e-13,6.775104154012563e-13,3.304848958977013e-13,1.938264362431302e-15,5.73271137477206e-14,5.317597502345421e-13,3.839759386206376e-14,1.3828745969240626e-16,1.3828745969240626e-16,6.339449952742488e-14,4.632933096234367e-15,5.927109042828687e-17,4.665541101353961e-15,7.109948110446867e-14,4.665541101353961e-15,6.2982362953877135e-15,2.0834745771692204e-17,1.404675566895252e-15,3.931881623184957e-15,4.799423645995335e-16,5.83158816338963e-11,5.059144307140577e-15,3.839759386206376e-14,3.5912438780065754e-14,2.7825846106033827e-15,2.037511386404153e-12,1.2583160768606303e-12,2.5048782183833563e-15,4.8395493334868556e-14,5.059817932559639e-16,1.2202732176186998e-14,1.9498412268067288e-13,3.5992963429999783e-13,1.245883051836335e-13,3.787956882321184e-12,5.059817932559639e-16,1.3117828724835966e-11,1.2531271074932175e-11
20-h11985-01-01-00000,bc_a1_SRF,1985,1.5371554918610274e-10,1.1426052183346711e-12,1.2344780271488269e-12,2.1358834799542612e-11,3.4358527122579133e-12,5.569571469132499e-13,2.9204635728619905e-12,1.6299690051784648e-13,2.0092085334448113e-14,3.798950310896137e-13,1.6063340846126776e-13,8.101202563625651e-13,1.8822979619803014e-17,1.8822979619803014e-17,1.6563844120519197e-14,1.1062109271537569e-16,1.2786390104757527e-15,7.562657682181884e-15,9.335457432506216e-16,7.562657682181884e-15,4.2625823826525025e-15,1.5631417009053708e-15,3.4260593932219843e-16,1.9345522674415972e-16,1.2040885608824288e-15,6.152776022781184e-11,2.4676533591096715e-14,8.101202563625651e-13,4.981063559584463e-13,5.160637495845768e-14,8.056566857906729e-13,1.3443939435611118e-12,5.2385789592523327e-14,4.171525191422711e-13,4.582008010380064e-14,4.055979701362699e-13,6.670649235487531e-13,6.816151492711961e-15,3.8347970107380294e-12,2.1716134172482737e-11,4.582008010380064e-14,5.1392408645020795e-11,1.6205887806318232e-12
20-h11990-01-01-00000,bc_a1_SRF,1990,6.086140462569637e-11,1.2486841903018095e-13,3.398830721646169e-12,2.2813311616325167e-11,1.5794040627060193e-11,2.1163823071076115e-13,4.848071036358797e-12,2.200604985413832e-13,9.0397133364848e-15,2.308499012330953e-13,1.9831600323052745e-13,1.6020206671837348e-14,4.581803864145306e-16,4.581803864145306e-16,5.026070648855212e-16,3.511258173950163e-16,1.0499109576043095e-14,3.246469760880491e-14,3.1393111931259297e-16,3.246469760880491e-14,5.748583292914618e-15,1.891302775213023e-15,1.2939611249053754e-14,2.185195438200732e-20,1.4081178417760327e-17,1.540382888791172e-11,7.882226487829146e-15,1.6020206671837348e-14,3.3530645634543014e-14,1.655658821479735e-14,3.145662182852234e-13,5.617804730390134e-13,1.983688347436053e-14,6.881000556347786e-14,1.7168528684447223e-14,2.725276277398517e-14,2.089793896991481e-14,7.663352122966609e-14,5.950458458851964e-13,4.088072702396183e-12,1.7168528684447223e-14,6.411583391135138e-11,3.854052148244639e-12
21-h11970-01-01-00000,bc_a1_SRF,1970,2.918333800268532e-10,3.201588597284188e-13,3.326947158896223e-12,1.198812625338367e-11,7.030833528682368e-12,3.6655867979986853e-13,6.760850024152719e-11,5.891453549472591e-14,9.141355722428616e-16,3.457265950193813e-13,4.463540032549505e-14,3.0123126341693127e-13,2.563993626919642e-16,2.563993626919642e-16,8.266108761457485e-16,3.4144261091414686e-16,7.851163802983084e-17,4.335225104359458e-15,1.5183644140314158e-15,4.335225104359458e-15,3.538391487778085e-15,1.001571926268503e-15,1.8105704440959853e-17,1.4986038048520237e-16,2.722666913651228e-16,1.309480845696503e-11,1.2723184712326716e-16,3.0123126341693127e-13,3.98875623052531e-14,2.6001493767866245e-14,2.5232426557518485e-13,4.3204084721528544e-13,1.412821919294547e-14,3.064928266835695e-14,3.936060840572117e-15,8.297383898034284e-16,7.540681999364958e-14,9.702477296307244e-15,2.5029887907953297e-13,8.155898436365038e-11,3.936060840572117e-15,4.951060668047174e-11,4.5744226144200325e-12
21-h11975-01-01-00000,bc_a1_SRF,1975,6.531303294784358e-11,1.640014645418877e-11,2.6675325486678465e-12,1.551119391705628e-11,9.806283124521307e-12,2.225006444349324e-13,5.481460580423159e-13,2.334485624780361e-13,1.641480922022021e-14,2.8778342615858036e-12,2.6655865949338827e-13,1.1888617374881306e-11,1.2098209218463935e-15,1.2098209218463935e-15,7.504042624197436e-14,6.317992131831619e-16,3.5118007783112555e-16,1.199713951113874e-14,8.409773729234025e-14,1.199713951113874e-14,1.7020074090135272e-15,3.9318156446048883e-16,4.798535132479042e-16,7.70376946489749e-17,7.599488361304001e-17,4.428792282350757e-11,2.319045950389907e-14,1.1888617374881306e-11,1.2760369358046856e-12,7.967420174460575e-13,5.721976790246611e-12,2.0112258398039057e-12,8.633766887831163e-13,1.4257422285662032e-12,1.6000005420234666e-13,6.797543125574594e-15,8.20098968070872e-12,3.4991769730635137e-15,8.64610234047697e-13,1.3359509485641331e-12,1.6000005420234666e-13,6.54894947987252e-11,6.234530365280987e-11
21-h11980-01-01-00000,bc_a1_SRF,1980,2.187892561901472e-10,9.607275377332776e-14,1.8173063649327188e-12,1.0066888628218243e-11,2.5497549192976028e-12,2.779133341109745e-13,5.649926884408206e-12,2.5686076730040855e-13,1.3013026507236201e-14,2.1450141095129197e-13,3.021929486777862e-13,6.9372019578312325e-15,2.483730654176746e-16,2.483730654176746e-16,1.985076361992782e-15,7.792942893222402e-17,4.8115360345518016e-15,7.362667184032058e-15,6.135027640686445e-16,7.362667184032058e-15,3.59729017219958e-15,1.5515257614092662e-15,9.204076381989593e-16,6.987081341881656e-18,5.752057211347296e-16,4.766503373461511e-11,1.0401144252707114e-14,6.9372019578312325e-15,8.453507405802472e-15,3.2659100249444565e-15,2.764724521537209e-13,1.019872123301186e-12,3.2154082965829108e-15,1.4698923098541255e-14,8.371446251271497e-16,9.53272014346797e-15,9.512348508297891e-15,6.029444924170284e-15,1.6667044877061628e-12,8.193185725876883e-12,8.371446251271497e-16,3.4771593097498855e-12,6.253745394364073e-13
21-h11985-01-01-00000,bc_a1_SRF,1985,2.8074960941074797e-10,1.4753516841747153e-12,1.3471751166634839e-12,1.6431005118447614e-11,1.38306403261964e-11,3.230042896889539e-13,8.714368448336008e-13,1.8532034728881408e-13,1.7055330619333817e-14,5.970121321687745e-13,1.6249673907894448e-13,1.5922599814003323e-12,1.1231760938888726e-16,1.1231760938888726e-16,7.028955114043742e-16,1.0509102112674476e-18,6.857242223476871e-16,2.265023168316202e-14,4.0842020369856287e-16,2.265023168316202e-14,9.909205619539458e-15,1.1967888055309853e-15,3.0255597939036624e-16,1.9306285175526784e-15,4.706821338504384e-15,4.665120313607237e-11,2.059995413345764e-14,1.5922599814003323e-12,7.497458018154551e-13,1.1128755969645433e-12,1.9753176387623757e-12,1.8139202214689963e-12,1.1322094474757755e-12,7.405072661836823e-13,1.4553735600996938e-13,6.830191382223428e-13,9.43342049067758e-13,7.847240332454872e-14,2.62875995765885e-13,1.890913109201902e-12,1.4553735600996938e-13,5.864937958255413e-11,1.8527155517659662e-11
21-h11990-01-01-00000,bc_a1_SRF,1990,1.9925964075100564e-10,1.1431128181130498e-13,1.4966881277829057e-12,1.3516588703571534e-11,8.53140752506054e-12,2.8717326663716887e-13,4.035230794566295e-11,4.136219373550637e-13,1.5801998790571242e-15,5.1582192061545125e-14,4.569511122706024e-13,1.9286883763515087e-14,2.3294688393167834e-17,2.3294688393167834e-17,3.3291561779067388e-15,7.744972087066379e-16,5.1437756529961514e-15,7.293105717808575e-15,5.993357606778814e-15,7.293105717808575e-15,4.574838904384272e-15,5.283842111092898e-16,2.2099708313869643e-15,1.712209925557462e-14,2.3392549476287778e-15,9.762319768344612e-12,1.6579281582913573e-15,1.9286883763515087e-14,2.9623446858035565e-14,1.4253112515576337e-14,2.3663410352117743e-13,3.301438048121786e-13,1.91297434621678e-14,1.064362051375049e-14,1.410583631383529e-14,4.273490136521554e-15,8.815640176107956e-14,2.624785283893975e-15,2.8690446701734704e-13,5.5104572586326574e-11,1.410583631383529e-14,1.1887054377585082e-11,1.1307458465213007e-11
22-h11970-01-01-00000,bc_a1_SRF,1970,5.457647215454444e-11,6.775643957816438e-13,8.931095543750094e-13,2.6019796123809796e-11,1.4884093054169395e-11,4.3788617415329934e-13,1.1895026202789323e-12,9.174320940285513e-14,5.883510044970142e-14,1.7686307279428097e-13,7.602753076669204e-14,4.4300087708838854e-13,5.999170905159855e-17,5.999170905159855e-17,5.686352523963168e-16,6.524788284259301e-17,4.328916607933293e-16,8.335032491221286e-15,1.3414579539462758e-16,8.335032491221286e-15,4.927262830405339e-15,3.5422359411612027e-16,6.27139350427778e-17,1.3762421953798703e-18,4.0510066287333975e-17,8.719436860524942e-12,6.116512087582436e-14,4.4300087708838854e-13,3.4545565671310336e-14,3.9372107127574295e-14,7.161888109791703e-13,9.795931162905605e-13,5.342909097835781e-14,3.58052151168743e-14,2.042198991572459e-14,8.837774210710353e-14,2.1795656742937054e-14,6.172716791495541e-15,2.0698723251288654e-12,1.751964980119522e-11,2.042198991572459e-14,6.985337237615156e-11,2.6594854292857983e-11
22-h11975-01-01-00000,bc_a1_SRF,1975,2.8277539471739596e-10,9.88236390491936e-13,1.2281414425715347e-12,9.479639238660755e-12,2.8322587456939724e-12,2.374477410938532e-13,4.6288549843129455e-11,3.192166314906148e-13,1.2068084649314505e-14,6.691223138688589e-14,2.9577753593100485e-13,7.952480179578612e-13,7.648675385090125e-15,7.648675385090125e-15,1.0721646489994798e-17,2.18697757213262e-15,6.371426183052813e-15,8.095054425311054e-15,1.5427722442194398e-17,8.095054425311054e-15,7.0291129635445364e-15,3.411800719957184e-16,1.6815506425643014e-15,1.602346276520808e-14,5.365764522043946e-16,3.0856307520034704e-11,1.4278890992818924e-14,7.952480179578612e-13,1.7481162615504096e-14,3.361457250422994e-14,4.4363538891595573e-13,9.976511671534933e-13,1.5994555967923297e-14,2.0425438069215188e-14,1.8486126714290246e-14,1.813173725735824e-14,8.676551159410185e-14,1.5081008612436568e-15,5.666591315293579e-12,1.345246837345877e-11,1.8486126714290246e-14,1.3661974229017612e-11,2.6403616913975702e-11
22-h11980-01-01-00000,bc_a1_SRF,1980,2.5213286336166698e-11,1.0005304572579162e-12,1.0962209667273448e-12,1.3748788806247118e-11,5.461845013377275e-12,1.5838403248308843e-13,1.5124286139059702e-12,3.222595126804769e-13,2.0435054753720106e-15,2.342077250286827e-15,2.8318092471555573e-13,1.5886815225662068e-13,7.015178934365045e-16,7.015178934365045e-16,2.6770702358324743e-17,8.52408549144069e-16,6.729512917012256e-16,1.5147315042518705e-14,4.428188430015321e-17,1.5147315042518705e-14,8.359689164267518e-15,5.355854203080309e-16,2.1819373414898045e-16,1.2119727947180514e-16,1.2280532794409217e-17,4.345514044314151e-11,2.929324049234934e-15,1.5886815225662068e-13,5.290918818682348e-14,1.0041667412761477e-13,6.961578241134308e-13,9.989214183561897e-13,1.0661623459659878e-13,1.3793267920947561e-14,1.0822326066920538e-13,1.0876229704928926e-13,1.2434381528861807e-12,2.418951392627613e-14,3.991968875559128e-13,4.963284290552346e-12,1.0822326066920538e-13,1.7343225736882244e-11,2.2698533233925187e-11
22-h11985-01-01-00000,bc_a1_SRF,1985,2.733925962305451e-10,5.606658153747534e-13,1.0671831258995589e-13,4.101286872629638e-11,2.523369616300612e-11,4.4494607411982116e-13,2.017649530575509e-12,1.0809592412230163e-13,2.1524100295794833e-15,1.994651564812572e-12,8.534312351412969e-14,4.92159907826672e-13,1.995014127209242e-16,1.995014127209242e-16,9.16554393747127e-14,5.544069474307287e-16,9.404600293119316e-16,2.040188599951998e-14,1.3317677930610065e-13,2.040188599951998e-14,9.675388500310387e-15,1.5918470558454348e-14,9.235498060189991e-17,2.207769290273038e-16,5.936077988536701e-16,2.654220135572993e-11,4.514258613749138e-15,4.92159907826672e-13,8.034040475521371e-14,4.8544702222065645e-14,1.5136292470361713e-12,1.838138318633469e-12,6.181771523225528e-14,5.037788858714371e-14,6.535528656968165e-15,1.6835856675819307e-14,5.269819509566093e-13,5.556305650212041e-15,3.986209158724972e-13,1.94336242409538e-12,6.535528656968165e-15,9.296230962862728e-11,5.042364800665191e-13
22-h11990-01-01-00000,bc_a1_SRF,1990,6.952289933923581e-11,4.828742879094827e-13,5.991034125625713e-13,1.4282003976213168e-11,3.3453291442495153e-12,5.266412662043532e-13,1.8148612330169122e-12,1.4035390119572798e-13,7.064890948466727e-14,2.1511392243574997e-13,1.4748476792340046e-13,4.859466304679362e-13,3.868378955432222e-15,3.868378955432222e-15,8.110361435437283e-15,3.6458474792546763e-16,1.2687035129176897e-15,1.387829698379679e-14,7.379657196092172e-15,1.387829698379679e-14,1.463005877198375e-14,1.6600098861327996e-16,4.026662254184105e-15,5.402884353518148e-14,4.0054199440729087e-16,3.515012322208032e-11,7.887267490181337e-14,4.859466304679362e-13,1.2066766706497753e-13,1.038616745787199e-13,4.353039809081731e-13,8.301602006127907e-13,8.06021082243102e-14,1.281196779912222e-13,3.7670396035538723e-14,1.9745935968814442e-14,2.750946376007124e-13,7.51357658605962e-15,7.751546108477205e-13,3.6663140618161105e-12,3.7670396035538723e-14,2.490709861316395e-12,2.1206247669869386e-11
23-h11970-01-01-00000,bc_a1_SRF,1970,2.8240662588814646e-11,3.895337186832722e-13,2.050843802409237e-12,1.8403600462084997e-11,1.344995720213414e-11,1.872144870112292e-13,7.180043150773139e-11,3.2076747469783826e-13,2.8323258967576785e-14,4.3826737673183656e-14,3.671291764236029e-13,7.5594501091121e-14,2.3794914652726024e-15,2.3794914652726024e-15,5.742404178737847e-17,1.7660376146042713e-15,4.496982540463872e-15,6.2908912777308366e-15,6.353014603473475e-17,6.2908912777308366e-15,3.5619377065036794e-15,1.0002428165093054e-15,5.3302847951033694e-15,3.754459208554525e-17,1.2013173299917434e-16,4.4265108305742413e-11,2.5529196682613615e-14,7.5594501091121e-14,6.781951304872676e-15,7.838838039361689e-15,4.632745030749439e-13,1.221758253355431e-12,9.216096719133581e-15,8.358618652383589e-15,7.149701505260397e-15,3.4206376182421575e-15,3.610929724926779e-15,9.894722592393918e-15,2.946585261030555e-12,9.610196199061131e-11,7.149701505260397e-15,6.061561909381854e-11,1.0244017048372788e-11
